#FORMAT=8899-SNAPSHOT-1
#MARK=new12
#DATE=20260612
#POOL=Розничное ДУ
#PLANS=17154
#ROWS=85507
#CREATED=20260618095816

ДоговорДУ|План|ГруппаОпераций|ПланПроведен|ТипДокумента|Документ|ДокументПроведен|ВидОперации|Выполнять
bc941960-beea-11f0-b2ca-0050569f27c0|084b7528-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|084b75c0-6ada-11f1-85a8-00505689c994|1||0
bc941960-beea-11f0-b2ca-0050569f27c0|084b7528-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|084b76fd-6ada-11f1-85a8-00505689c994|1||0
ed5ed0f1-beee-11f0-b2ca-0050569f27c0|084b7561-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
ed5ed0f1-beee-11f0-b2ca-0050569f27c0|084b7561-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
ed5ed0f1-beee-11f0-b2ca-0050569f27c0|084b7561-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
ed5ed0f1-beee-11f0-b2ca-0050569f27c0|084b7561-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|084b7759-6ada-11f1-85a8-00505689c994|1||0
ed5ed0f1-beee-11f0-b2ca-0050569f27c0|084b7561-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|084b75d3-6ada-11f1-85a8-00505689c994|1||0
aa03f89f-bf06-11f0-b2ca-0050569f27c0|084b759a-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
aa03f89f-bf06-11f0-b2ca-0050569f27c0|084b759a-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
aa03f89f-bf06-11f0-b2ca-0050569f27c0|084b759a-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
aa03f89f-bf06-11f0-b2ca-0050569f27c0|084b759a-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|084b75e6-6ada-11f1-85a8-00505689c994|1||0
aa03f89f-bf06-11f0-b2ca-0050569f27c0|084b759a-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|084b77a3-6ada-11f1-85a8-00505689c994|1||0
da7ef852-bf11-11f0-b2ca-0050569f27c0|084b75ad-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
