#FORMAT=8899-SNAPSHOT-1
#MARK=new12
#DATE=20260612
#POOL=Розничное ДУ
#PLANS=17154
#ROWS=85507
#CREATED=20260618095816

ДоговорДУ|План|ГруппаОпераций|ПланПроведен|ТипДокумента|Документ|ДокументПроведен|ВидОперации|Выполнять
27025f59-fde4-11f0-b2d1-0050569f27c0|cdfeb771-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
27025f59-fde4-11f0-b2d1-0050569f27c0|cdfeb771-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
27025f59-fde4-11f0-b2d1-0050569f27c0|cdfeb771-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|cdfeb945-6ada-11f1-85a8-00505689c994|1||0
27025f59-fde4-11f0-b2d1-0050569f27c0|cdfeb771-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|cdfeb82f-6ada-11f1-85a8-00505689c994|1||0
270262b7-fde4-11f0-b2d1-0050569f27c0|cdfeb784-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
270262b7-fde4-11f0-b2d1-0050569f27c0|cdfeb784-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
270262b7-fde4-11f0-b2d1-0050569f27c0|cdfeb784-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
270262b7-fde4-11f0-b2d1-0050569f27c0|cdfeb784-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|cdfeb89d-6ada-11f1-85a8-00505689c994|1||0
270262b7-fde4-11f0-b2d1-0050569f27c0|cdfeb784-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|cdfeb96a-6ada-11f1-85a8-00505689c994|1||0
861369e4-fde5-11f0-b2d1-0050569f27c0|cdfeb7aa-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
861369e4-fde5-11f0-b2d1-0050569f27c0|cdfeb7aa-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
861369e4-fde5-11f0-b2d1-0050569f27c0|cdfeb7aa-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
861369e4-fde5-11f0-b2d1-0050569f27c0|cdfeb7aa-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|cdfeb9b4-6ada-11f1-85a8-00505689c994|1||0
861369e4-fde5-11f0-b2d1-0050569f27c0|cdfeb7aa-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|cdfeb8d5-6ada-11f1-85a8-00505689c994|1||0
86136e86-fde5-11f0-b2d1-0050569f27c0|cdfeb7f5-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
86136e86-fde5-11f0-b2d1-0050569f27c0|cdfeb7f5-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
86136e86-fde5-11f0-b2d1-0050569f27c0|cdfeb7f5-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
86136e86-fde5-11f0-b2d1-0050569f27c0|cdfeb7f5-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|cdfeb98f-6ada-11f1-85a8-00505689c994|1||0
86136e86-fde5-11f0-b2d1-0050569f27c0|cdfeb7f5-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|cdfeb8e9-6ada-11f1-85a8-00505689c994|1||0
ebbf141b-fde6-11f0-b2d1-0050569f27c0|cdfeb9d9-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
ebbf141b-fde6-11f0-b2d1-0050569f27c0|cdfeb9d9-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
ebbf141b-fde6-11f0-b2d1-0050569f27c0|cdfeb9d9-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
ebbf141b-fde6-11f0-b2d1-0050569f27c0|cdfeb9d9-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|cdfeba12-6ada-11f1-85a8-00505689c994|1||0
ebbf141b-fde6-11f0-b2d1-0050569f27c0|cdfeb9d9-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|cdfebad0-6ada-11f1-85a8-00505689c994|1||0
f0ab389c-fde6-11f0-b2d1-0050569f27c0|cdfeb9ec-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
f0ab389c-fde6-11f0-b2d1-0050569f27c0|cdfeb9ec-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
f0ab389c-fde6-11f0-b2d1-0050569f27c0|cdfeb9ec-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
f0ab389c-fde6-11f0-b2d1-0050569f27c0|cdfeb9ec-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|cdfeba5e-6ada-11f1-85a8-00505689c994|1||0
f0ab389c-fde6-11f0-b2d1-0050569f27c0|cdfeb9ec-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|cdfebb54-6ada-11f1-85a8-00505689c994|1||0
f1b7388d-fde6-11f0-b2d1-0050569f27c0|cdfeb9ff-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
f1b7388d-fde6-11f0-b2d1-0050569f27c0|cdfeb9ff-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
f1b7388d-fde6-11f0-b2d1-0050569f27c0|cdfeb9ff-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
f1b7388d-fde6-11f0-b2d1-0050569f27c0|cdfeb9ff-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|cdfebb08-6ada-11f1-85a8-00505689c994|1||0
f1b7388d-fde6-11f0-b2d1-0050569f27c0|cdfeb9ff-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|cdfeba71-6ada-11f1-85a8-00505689c994|1||0
5264e1b2-fde8-11f0-b2d1-0050569f27c0|cdfeba13-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
5264e1b2-fde8-11f0-b2d1-0050569f27c0|cdfeba13-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
5264e1b2-fde8-11f0-b2d1-0050569f27c0|cdfeba13-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
5264e1b2-fde8-11f0-b2d1-0050569f27c0|cdfeba13-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|cdfebb8b-6ada-11f1-85a8-00505689c994|1||0
5264e1b2-fde8-11f0-b2d1-0050569f27c0|cdfeba13-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|cdfeba97-6ada-11f1-85a8-00505689c994|1||0
5264ded4-fde8-11f0-b2d1-0050569f27c0|cdfeba26-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
5264ded4-fde8-11f0-b2d1-0050569f27c0|cdfeba26-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
5264ded4-fde8-11f0-b2d1-0050569f27c0|cdfeba26-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
5264ded4-fde8-11f0-b2d1-0050569f27c0|cdfeba26-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|cdfebb9e-6ada-11f1-85a8-00505689c994|1||0
5264ded4-fde8-11f0-b2d1-0050569f27c0|cdfeba26-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|cdfebabd-6ada-11f1-85a8-00505689c994|1||0
b7d77ec4-fde9-11f0-b2d1-0050569f27c0|cdfeba4b-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
b7d77ec4-fde9-11f0-b2d1-0050569f27c0|cdfeba4b-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
b7d77ec4-fde9-11f0-b2d1-0050569f27c0|cdfeba4b-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
b7d77ec4-fde9-11f0-b2d1-0050569f27c0|cdfeba4b-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|cdfebb2d-6ada-11f1-85a8-00505689c994|1||0
b7d77ec4-fde9-11f0-b2d1-0050569f27c0|cdfeba4b-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|cdfebc47-6ada-11f1-85a8-00505689c994|1||0
1c6f8eff-fdeb-11f0-b2d1-0050569f27c0|cdfeba84-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
1c6f8eff-fdeb-11f0-b2d1-0050569f27c0|cdfeba84-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
1c6f8eff-fdeb-11f0-b2d1-0050569f27c0|cdfeba84-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
1c6f8eff-fdeb-11f0-b2d1-0050569f27c0|cdfeba84-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|cdfebbd5-6ada-11f1-85a8-00505689c994|1||0
1c6f8eff-fdeb-11f0-b2d1-0050569f27c0|cdfeba84-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|cdfebc7e-6ada-11f1-85a8-00505689c994|1||0
8052ac88-fdec-11f0-b2d1-0050569f27c0|cdfebaaa-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
8052ac88-fdec-11f0-b2d1-0050569f27c0|cdfebaaa-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
8052ac88-fdec-11f0-b2d1-0050569f27c0|cdfebaaa-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
8052ac88-fdec-11f0-b2d1-0050569f27c0|cdfebaaa-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|cdfebc34-6ada-11f1-85a8-00505689c994|1||0
8052ac88-fdec-11f0-b2d1-0050569f27c0|cdfebaaa-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|cdfebb53-6ada-11f1-85a8-00505689c994|1||0
864bf59c-fdec-11f0-b2d1-0050569f27c0|cdfebaf5-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
864bf59c-fdec-11f0-b2d1-0050569f27c0|cdfebaf5-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
864bf59c-fdec-11f0-b2d1-0050569f27c0|cdfebaf5-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
864bf59c-fdec-11f0-b2d1-0050569f27c0|cdfebaf5-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|cdfebbfc-6ada-11f1-85a8-00505689c994|1||0
864bf59c-fdec-11f0-b2d1-0050569f27c0|cdfebaf5-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|d3f5deaf-6ada-11f1-85a8-00505689c994|1||0
4d4f1d9e-fdef-11f0-b2d1-0050569f27c0|cdfebb40-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
4d4f1d9e-fdef-11f0-b2d1-0050569f27c0|cdfebb40-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
4d4f1d9e-fdef-11f0-b2d1-0050569f27c0|cdfebb40-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
4d4f1d9e-fdef-11f0-b2d1-0050569f27c0|cdfebb40-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|cdfebc21-6ada-11f1-85a8-00505689c994|1||0
4d4f1d9e-fdef-11f0-b2d1-0050569f27c0|cdfebb40-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|d3f5dec2-6ada-11f1-85a8-00505689c994|1||0
7afd9448-fdf3-11f0-b2d1-0050569f27c0|cdfebbe8-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
7afd9448-fdf3-11f0-b2d1-0050569f27c0|cdfebbe8-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
7afd9448-fdf3-11f0-b2d1-0050569f27c0|cdfebbe8-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
7afd9448-fdf3-11f0-b2d1-0050569f27c0|cdfebbe8-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|d3f5def9-6ada-11f1-85a8-00505689c994|1||0
7afd9448-fdf3-11f0-b2d1-0050569f27c0|cdfebbe8-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|cdfebca3-6ada-11f1-85a8-00505689c994|1||0
08ed761c-fe07-11f0-b2d1-0050569f27c0|cdfebbfb-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
08ed761c-fe07-11f0-b2d1-0050569f27c0|cdfebbfb-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
08ed761c-fe07-11f0-b2d1-0050569f27c0|cdfebbfb-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
08ed761c-fe07-11f0-b2d1-0050569f27c0|cdfebbfb-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|d3f5de8a-6ada-11f1-85a8-00505689c994|1||0
08ed761c-fe07-11f0-b2d1-0050569f27c0|cdfebbfb-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|d3f5df0c-6ada-11f1-85a8-00505689c994|1||0
483820c9-fe55-11f0-b2d1-0050569f27c0|d3f5df43-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
483820c9-fe55-11f0-b2d1-0050569f27c0|d3f5df43-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
483820c9-fe55-11f0-b2d1-0050569f27c0|d3f5df43-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
483820c9-fe55-11f0-b2d1-0050569f27c0|d3f5df43-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|d3f5df7c-6ada-11f1-85a8-00505689c994|1||0
483820c9-fe55-11f0-b2d1-0050569f27c0|d3f5df43-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|d3f5dfdc-6ada-11f1-85a8-00505689c994|1||0
14205da1-fe58-11f0-b2d1-0050569f27c0|d3f5df56-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
14205da1-fe58-11f0-b2d1-0050569f27c0|d3f5df56-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
14205da1-fe58-11f0-b2d1-0050569f27c0|d3f5df56-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
14205da1-fe58-11f0-b2d1-0050569f27c0|d3f5df56-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|d3f5e03b-6ada-11f1-85a8-00505689c994|1||0
14205da1-fe58-11f0-b2d1-0050569f27c0|d3f5df56-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|d3f5dfb5-6ada-11f1-85a8-00505689c994|1||0
6da1bba5-fe6e-11f0-b2d1-0050569f27c0|d3f5df69-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
6da1bba5-fe6e-11f0-b2d1-0050569f27c0|d3f5df69-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
6da1bba5-fe6e-11f0-b2d1-0050569f27c0|d3f5df69-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
6da1bba5-fe6e-11f0-b2d1-0050569f27c0|d3f5df69-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|d3f5e0e2-6ada-11f1-85a8-00505689c994|1||0
6da1bba5-fe6e-11f0-b2d1-0050569f27c0|d3f5df69-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|d3f5dfdb-6ada-11f1-85a8-00505689c994|1||0
fc824273-fe81-11f0-b2d1-0050569f27c0|d3f5df8f-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
fc824273-fe81-11f0-b2d1-0050569f27c0|d3f5df8f-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
fc824273-fe81-11f0-b2d1-0050569f27c0|d3f5df8f-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
fc824273-fe81-11f0-b2d1-0050569f27c0|d3f5df8f-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|d3f5e0bd-6ada-11f1-85a8-00505689c994|1||0
fc824273-fe81-11f0-b2d1-0050569f27c0|d3f5df8f-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|d3f5e014-6ada-11f1-85a8-00505689c994|1||0
027ca065-fe82-11f0-b2d1-0050569f27c0|d3f5dfa2-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
027ca065-fe82-11f0-b2d1-0050569f27c0|d3f5dfa2-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
027ca065-fe82-11f0-b2d1-0050569f27c0|d3f5dfa2-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
027ca065-fe82-11f0-b2d1-0050569f27c0|d3f5dfa2-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|d3f5e140-6ada-11f1-85a8-00505689c994|1||0
027ca065-fe82-11f0-b2d1-0050569f27c0|d3f5dfa2-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|d3f5e039-6ada-11f1-85a8-00505689c994|1||0
25b4fa8d-fe8d-11f0-b2d1-0050569f27c0|d3f5dfc8-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
25b4fa8d-fe8d-11f0-b2d1-0050569f27c0|d3f5dfc8-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
25b4fa8d-fe8d-11f0-b2d1-0050569f27c0|d3f5dfc8-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
25b4fa8d-fe8d-11f0-b2d1-0050569f27c0|d3f5dfc8-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|d3f5e179-6ada-11f1-85a8-00505689c994|1||0
25b4fa8d-fe8d-11f0-b2d1-0050569f27c0|d3f5dfc8-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|d3f5e084-6ada-11f1-85a8-00505689c994|1||0
5a5c34c4-fe91-11f0-b2d1-0050569f27c0|d3f5e013-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
5a5c34c4-fe91-11f0-b2d1-0050569f27c0|d3f5e013-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
5a5c34c4-fe91-11f0-b2d1-0050569f27c0|d3f5e013-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
5a5c34c4-fe91-11f0-b2d1-0050569f27c0|d3f5e013-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|d3f5e097-6ada-11f1-85a8-00505689c994|1||0
5a5c34c4-fe91-11f0-b2d1-0050569f27c0|d3f5e013-6ada-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|d3f5e1c3-6ada-11f1-85a8-00505689c994|1||0
