#FORMAT=8899-SNAPSHOT-1
#MARK=
#DATE=20260612
#POOL=Розничное ДУ
#PLANS=17154
#ROWS=85505
#CREATED=20260618115022

ДоговорДУ|План|ГруппаОпераций|ПланПроведен|ТипДокумента|Документ|ДокументПроведен|ВидОперации|Выполнять
9e5ee24d-c9eb-11f0-b2cb-0050569f27c0|5d93e616-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93e732-6ae8-11f1-85a8-00505689c994|1||0
9e5ee24d-c9eb-11f0-b2cb-0050569f27c0|5d93e616-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93e675-6ae8-11f1-85a8-00505689c994|1||0
67580407-c9ee-11f0-b2cb-0050569f27c0|5d93e629-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
67580407-c9ee-11f0-b2cb-0050569f27c0|5d93e629-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
67580407-c9ee-11f0-b2cb-0050569f27c0|5d93e629-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
67580407-c9ee-11f0-b2cb-0050569f27c0|5d93e629-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93e6c1-6ae8-11f1-85a8-00505689c994|1||0
67580407-c9ee-11f0-b2cb-0050569f27c0|5d93e629-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93e7c8-6ae8-11f1-85a8-00505689c994|1||0
cf72ef55-c9ef-11f0-b2cb-0050569f27c0|5d93e63c-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
cf72ef55-c9ef-11f0-b2cb-0050569f27c0|5d93e63c-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
cf72ef55-c9ef-11f0-b2cb-0050569f27c0|5d93e63c-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
cf72ef55-c9ef-11f0-b2cb-0050569f27c0|5d93e63c-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93e800-6ae8-11f1-85a8-00505689c994|1||0
cf72ef55-c9ef-11f0-b2cb-0050569f27c0|5d93e63c-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93e6f9-6ae8-11f1-85a8-00505689c994|1||0
cf72f354-c9ef-11f0-b2cb-0050569f27c0|5d93e64f-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
cf72f354-c9ef-11f0-b2cb-0050569f27c0|5d93e64f-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
cf72f354-c9ef-11f0-b2cb-0050569f27c0|5d93e64f-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
cf72f354-c9ef-11f0-b2cb-0050569f27c0|5d93e64f-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93e8a8-6ae8-11f1-85a8-00505689c994|1||0
cf72f354-c9ef-11f0-b2cb-0050569f27c0|5d93e64f-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93e71f-6ae8-11f1-85a8-00505689c994|1||0
315cf099-c9f1-11f0-b2cb-0050569f27c0|5d93e69b-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
315cf099-c9f1-11f0-b2cb-0050569f27c0|5d93e69b-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
315cf099-c9f1-11f0-b2cb-0050569f27c0|5d93e69b-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
315cf099-c9f1-11f0-b2cb-0050569f27c0|5d93e69b-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93e838-6ae8-11f1-85a8-00505689c994|1||0
315cf099-c9f1-11f0-b2cb-0050569f27c0|5d93e69b-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93e78f-6ae8-11f1-85a8-00505689c994|1||0
98c4237c-c9f2-11f0-b2cb-0050569f27c0|5d93e6ae-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
98c4237c-c9f2-11f0-b2cb-0050569f27c0|5d93e6ae-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
98c4237c-c9f2-11f0-b2cb-0050569f27c0|5d93e6ae-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
98c4237c-c9f2-11f0-b2cb-0050569f27c0|5d93e6ae-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93e870-6ae8-11f1-85a8-00505689c994|1||0
98c4237c-c9f2-11f0-b2cb-0050569f27c0|5d93e6ae-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93e7b5-6ae8-11f1-85a8-00505689c994|1||0
fbf0426d-c9f3-11f0-b2cb-0050569f27c0|5d93e70c-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
fbf0426d-c9f3-11f0-b2cb-0050569f27c0|5d93e70c-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
fbf0426d-c9f3-11f0-b2cb-0050569f27c0|5d93e70c-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
fbf0426d-c9f3-11f0-b2cb-0050569f27c0|5d93e70c-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93e8e0-6ae8-11f1-85a8-00505689c994|1||0
fbf0426d-c9f3-11f0-b2cb-0050569f27c0|5d93e70c-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93e825-6ae8-11f1-85a8-00505689c994|1||0
fa1de272-c9fa-11f0-b2cb-0050569f27c0|5d93e77c-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
fa1de272-c9fa-11f0-b2cb-0050569f27c0|5d93e77c-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
fa1de272-c9fa-11f0-b2cb-0050569f27c0|5d93e77c-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
fa1de272-c9fa-11f0-b2cb-0050569f27c0|5d93e77c-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93e905-6ae8-11f1-85a8-00505689c994|1||0
fa1de272-c9fa-11f0-b2cb-0050569f27c0|5d93e77c-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93e85d-6ae8-11f1-85a8-00505689c994|1||0
60f42114-c9fc-11f0-b2cb-0050569f27c0|5d93e7a2-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
60f42114-c9fc-11f0-b2cb-0050569f27c0|5d93e7a2-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
60f42114-c9fc-11f0-b2cb-0050569f27c0|5d93e7a2-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
60f42114-c9fc-11f0-b2cb-0050569f27c0|5d93e7a2-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93e92a-6ae8-11f1-85a8-00505689c994|1||0
60f42114-c9fc-11f0-b2cb-0050569f27c0|5d93e7a2-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93e895-6ae8-11f1-85a8-00505689c994|1||0
c8f2502e-c9fd-11f0-b2cb-0050569f27c0|5d93e7ed-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
c8f2502e-c9fd-11f0-b2cb-0050569f27c0|5d93e7ed-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
c8f2502e-c9fd-11f0-b2cb-0050569f27c0|5d93e7ed-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
c8f2502e-c9fd-11f0-b2cb-0050569f27c0|5d93e7ed-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93e94f-6ae8-11f1-85a8-00505689c994|1||0
c8f2502e-c9fd-11f0-b2cb-0050569f27c0|5d93e7ed-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93e8cd-6ae8-11f1-85a8-00505689c994|1||0
c8f25343-c9fd-11f0-b2cb-0050569f27c0|5d93e974-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
c8f25343-c9fd-11f0-b2cb-0050569f27c0|5d93e974-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
c8f25343-c9fd-11f0-b2cb-0050569f27c0|5d93e974-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
c8f25343-c9fd-11f0-b2cb-0050569f27c0|5d93e974-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93e9d3-6ae8-11f1-85a8-00505689c994|1||0
c8f25343-c9fd-11f0-b2cb-0050569f27c0|5d93e974-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93eb5f-6ae8-11f1-85a8-00505689c994|1||0
c8f25d4e-c9fd-11f0-b2cb-0050569f27c0|5d93e987-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
c8f25d4e-c9fd-11f0-b2cb-0050569f27c0|5d93e987-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
c8f25d4e-c9fd-11f0-b2cb-0050569f27c0|5d93e987-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
c8f25d4e-c9fd-11f0-b2cb-0050569f27c0|5d93e987-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93ea0c-6ae8-11f1-85a8-00505689c994|1||0
c8f25d4e-c9fd-11f0-b2cb-0050569f27c0|5d93e987-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93ea92-6ae8-11f1-85a8-00505689c994|1||0
f9344ba2-ca01-11f0-b2cb-0050569f27c0|5d93e99a-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
f9344ba2-ca01-11f0-b2cb-0050569f27c0|5d93e99a-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
f9344ba2-ca01-11f0-b2cb-0050569f27c0|5d93e99a-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
f9344ba2-ca01-11f0-b2cb-0050569f27c0|5d93e99a-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93ea1f-6ae8-11f1-85a8-00505689c994|1||0
f9344ba2-ca01-11f0-b2cb-0050569f27c0|5d93e99a-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93eadc-6ae8-11f1-85a8-00505689c994|1||0
c23d5f11-ca04-11f0-b2cb-0050569f27c0|5d93e9ad-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
c23d5f11-ca04-11f0-b2cb-0050569f27c0|5d93e9ad-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
c23d5f11-ca04-11f0-b2cb-0050569f27c0|5d93e9ad-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
c23d5f11-ca04-11f0-b2cb-0050569f27c0|5d93e9ad-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93ec2c-6ae8-11f1-85a8-00505689c994|1||0
c23d5f11-ca04-11f0-b2cb-0050569f27c0|5d93e9ad-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93ea7e-6ae8-11f1-85a8-00505689c994|1||0
c83875d5-ca04-11f0-b2cb-0050569f27c0|5d93e9c0-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
c83875d5-ca04-11f0-b2cb-0050569f27c0|5d93e9c0-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
c83875d5-ca04-11f0-b2cb-0050569f27c0|5d93e9c0-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
c83875d5-ca04-11f0-b2cb-0050569f27c0|5d93e9c0-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93ea45-6ae8-11f1-85a8-00505689c994|1||0
c83875d5-ca04-11f0-b2cb-0050569f27c0|5d93e9c0-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93eb27-6ae8-11f1-85a8-00505689c994|1||0
59eaabf6-ca0a-11f0-b2cb-0050569f27c0|5d93e9e6-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
59eaabf6-ca0a-11f0-b2cb-0050569f27c0|5d93e9e6-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
59eaabf6-ca0a-11f0-b2cb-0050569f27c0|5d93e9e6-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
59eaabf6-ca0a-11f0-b2cb-0050569f27c0|5d93e9e6-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93eb97-6ae8-11f1-85a8-00505689c994|1||0
59eaabf6-ca0a-11f0-b2cb-0050569f27c0|5d93e9e6-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93ea6b-6ae8-11f1-85a8-00505689c994|1||0
59eab17d-ca0a-11f0-b2cb-0050569f27c0|5d93e9f9-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
59eab17d-ca0a-11f0-b2cb-0050569f27c0|5d93e9f9-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
59eab17d-ca0a-11f0-b2cb-0050569f27c0|5d93e9f9-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
59eab17d-ca0a-11f0-b2cb-0050569f27c0|5d93e9f9-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93ebbc-6ae8-11f1-85a8-00505689c994|1||0
59eab17d-ca0a-11f0-b2cb-0050569f27c0|5d93e9f9-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93ea91-6ae8-11f1-85a8-00505689c994|1||0
8a4bc60f-ca0e-11f0-b2cb-0050569f27c0|5d93ea20-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
8a4bc60f-ca0e-11f0-b2cb-0050569f27c0|5d93ea20-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
8a4bc60f-ca0e-11f0-b2cb-0050569f27c0|5d93ea20-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
8a4bc60f-ca0e-11f0-b2cb-0050569f27c0|5d93ea20-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93eb14-6ae8-11f1-85a8-00505689c994|1||0
8a4bc60f-ca0e-11f0-b2cb-0050569f27c0|5d93ea20-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93ebf5-6ae8-11f1-85a8-00505689c994|1||0
8a4bc924-ca0e-11f0-b2cb-0050569f27c0|5d93ea58-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
8a4bc924-ca0e-11f0-b2cb-0050569f27c0|5d93ea58-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
8a4bc924-ca0e-11f0-b2cb-0050569f27c0|5d93ea58-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
8a4bc924-ca0e-11f0-b2cb-0050569f27c0|5d93ea58-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93eb60-6ae8-11f1-85a8-00505689c994|1||0
8a4bc924-ca0e-11f0-b2cb-0050569f27c0|5d93ea58-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93ec64-6ae8-11f1-85a8-00505689c994|1||0
2297603d-ca14-11f0-b2cb-0050569f27c0|5d93eac9-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
2297603d-ca14-11f0-b2cb-0050569f27c0|5d93eac9-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
2297603d-ca14-11f0-b2cb-0050569f27c0|5d93eac9-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
2297603d-ca14-11f0-b2cb-0050569f27c0|5d93eac9-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93ebe1-6ae8-11f1-85a8-00505689c994|1||0
2297603d-ca14-11f0-b2cb-0050569f27c0|5d93eac9-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93ecd3-6ae8-11f1-85a8-00505689c994|1||0
87729ea2-ca15-11f0-b2cb-0050569f27c0|5d93eb01-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
87729ea2-ca15-11f0-b2cb-0050569f27c0|5d93eb01-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
87729ea2-ca15-11f0-b2cb-0050569f27c0|5d93eb01-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
87729ea2-ca15-11f0-b2cb-0050569f27c0|5d93eb01-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93ec89-6ae8-11f1-85a8-00505689c994|1||0
87729ea2-ca15-11f0-b2cb-0050569f27c0|5d93eb01-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93ebf4-6ae8-11f1-85a8-00505689c994|1||0
8772a259-ca15-11f0-b2cb-0050569f27c0|5d93eb4c-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
8772a259-ca15-11f0-b2cb-0050569f27c0|5d93eb4c-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
8772a259-ca15-11f0-b2cb-0050569f27c0|5d93eb4c-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
8772a259-ca15-11f0-b2cb-0050569f27c0|5d93eb4c-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93ecae-6ae8-11f1-85a8-00505689c994|1||0
8772a259-ca15-11f0-b2cb-0050569f27c0|5d93eb4c-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93ec51-6ae8-11f1-85a8-00505689c994|1||0
86ed4327-ca74-11f0-b2cb-0050569f27c0|5d93ecf8-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
86ed4327-ca74-11f0-b2cb-0050569f27c0|5d93ecf8-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
86ed4327-ca74-11f0-b2cb-0050569f27c0|5d93ecf8-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|2fc35b83-3d32-446f-b745-fd3aad76d7b0|1
86ed4327-ca74-11f0-b2cb-0050569f27c0|5d93ecf8-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Переоценка активов|5d93ed44-6ae8-11f1-85a8-00505689c994|1||0
86ed4327-ca74-11f0-b2cb-0050569f27c0|5d93ecf8-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|Расчет СЧА/РСА|5d93eddc-6ae8-11f1-85a8-00505689c994|1||0
b3ca762d-ca7f-11f0-b2cb-0050569f27c0|5d93ed0b-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|5e5d4997-eb05-49c4-98f5-f373c84e6992|1
b3ca762d-ca7f-11f0-b2cb-0050569f27c0|5d93ed0b-6ae8-11f1-85a8-00505689c994|40e2a7ee-eac6-11e2-8084-005056b100fc|1|<строка плана>||0|8b24ba06-b0de-4ef9-b48d-247f98102e45|1
